,p_in,T_in,cr,bore,far,PI,v_mean,T_fuel
0,606295.4532754286,881.2754084969075,7.816060515600665,0.08540707249091894,0.021738850914274833,1.2102896136785903,16.46072863058768,518.1069678473616
1,405782.4744488756,809.7309123043414,11.412219014818255,0.16096038594098483,0.0066261176148865505,1.231663012378435,13.972935983771988,531.4757527088641
2,1791310.0453600518,870.444159900909,8.971292766210055,0.29855260487527435,0.02641690221223861,1.2143546586491172,8.078661713964102,479.71864847347825
3,3959399.976326034,306.4210463947282,11.591499592472047,0.06435080122335611,0.007089666789736318,1.204912585012433,9.486402812734045,403.3724067438533
4,899743.057718611,750.4348346731115,7.4889783314154315,0.25525329020028614,0.007577575410832337,1.4809617454141244,19.396697406890503,498.6479838634404
5,2601041.5353344716,738.5214065784494,7.669116086658498,0.2717626042832292,0.006460065672922102,1.3009828845703728,18.591758422842943,591.0931608146593
6,1443843.458294116,754.352372067391,8.524948063410804,0.11093519929070281,0.014865071042130846,1.472989035032168,19.161778149150756,259.109635484489
7,741877.5145381351,776.3773514535412,8.841451522514042,0.05629605540030017,0.02884427352231965,1.5202397741248999,5.720651823003478,391.26079753695666
8,3724189.427769997,908.5156180244243,7.308305946294409,0.20685907484919536,0.004894275707530167,0.7317903342424974,7.074649049858014,442.79573567813765
9,2714928.0107861347,788.0453029498678,10.226435207865872,0.16093552354773757,0.023953571098396333,1.6722993856635688,17.194193779562358,364.6080508954468
10,1591927.5498759858,775.6444114962399,9.251762623439241,0.2736978209625288,0.028650798048023226,1.0524786722262394,12.936455762176317,317.73408807211104
11,2784202.735579375,805.8389292710586,6.238857659229652,0.24222531128599917,0.012591852970901011,1.9636308405075933,13.131846648328477,451.18485870344057
12,945826.6166761906,622.7983063205984,8.422234578432278,0.06657440697982828,0.028075762694177723,0.9063396993844808,18.90957047675449,587.5154118113262
13,3290185.1115201116,998.6093732592934,10.121629788733921,0.18456314044804056,0.022200412392679572,1.2575332711056162,9.042849708095233,226.39881831760238
14,1556584.950613303,356.5987652073916,9.771174204127956,0.09879480803622114,0.019981185910565538,1.1522058726965798,14.508593657333101,291.6863455796488
15,2022423.5468937787,606.5563842236395,7.8443666675914505,0.22893256018682168,0.016987750665451145,1.0761972649187277,16.03756510226876,276.458458612654
16,1207810.619750136,400.1108109993445,10.896220552735974,0.2659316404416449,0.006071891232173497,1.5623113365676309,18.638920334534724,483.98859806448513
17,3149191.6636387585,510.452984492675,7.404129485795623,0.28757008568311804,0.0246479947676975,0.8300540085590816,9.401161472509532,438.3064914421879
18,712781.3261370494,995.3913962947946,8.54001323251993,0.14952478987422765,0.02518138161110748,1.5839648803701945,10.23032986160517,588.0519196140801
19,3848429.0148774846,934.7652183744033,6.419185681941484,0.1674047152045985,0.022339117578245995,1.6593034382186258,7.557232215303658,396.6156762540412
20,1009546.1638935017,761.6336759235995,6.763273395068288,0.20373830857619496,0.011890045274546021,1.5086472512887235,7.571941442316268,538.0958742639679
21,3739533.2326206947,547.666213029314,11.007818116213949,0.1998390446471151,0.012749883479586156,1.4785816910105074,8.883751084397119,521.9775446903038
22,3281112.676097486,731.3816713814512,11.213361278425246,0.18695355999391972,0.015531762641137103,1.923798149210491,15.434021405742753,261.3420354740846
23,3344304.4425014867,429.99098136521695,11.449697567033446,0.19497047916623078,0.013653225769119938,1.1229024655140454,8.140713113442766,207.87951471249715
24,3830178.4369614082,718.979966171513,9.981350367625316,0.11838147865370072,0.021112604209379004,1.7694538366836392,11.277566850017852,569.34483816355
25,3522557.082785222,555.5246518771967,8.493744441103482,0.26245503203045273,0.008250961085739885,1.988251808951252,6.592731682327612,249.66117066319356
26,3068835.4912783997,931.306961309832,6.82134960466942,0.18210089677739333,0.008264995846565268,1.6622494723788896,15.036586116319704,581.1305079980423
27,1025518.8578990474,551.0167154218059,6.878043280867451,0.2116497825166505,0.01795917515314379,1.0843310509263038,13.950983772433558,582.0221883714764
28,2319429.5625813166,488.2482188311402,9.082313553814604,0.29263900061177284,0.008517106218022728,0.997119147635919,8.072368632555051,230.29044284034185
29,3588531.177406338,768.7384243052709,11.190502325837997,0.07162363721387095,0.013776250745468259,0.8335997593949651,16.149724755974916,572.189821145171
30,1174913.8926561673,966.9277850477155,11.419635934408735,0.18077163450293782,0.009709263536174025,1.935214924200114,14.776191740799899,401.29371421536314
31,529519.3987992418,799.2523531744232,10.044143712341107,0.2152419452518543,0.01012533603555928,1.6794722607102042,13.598069062630731,568.6269928598783
32,2923223.3694691644,945.6578816801276,10.452335388453355,0.07960212900265598,0.00797290349590859,1.0724099206905084,14.444181224863925,448.4280640335145
33,1711482.29720058,887.8551597426067,10.512864599382466,0.11245199581400249,0.010772621373367573,1.3385906344734533,9.967711336078171,407.40091048458856
34,1155378.1085615992,900.6077491609029,6.7473590964455585,0.22757181465201942,0.022613119916912595,1.8254293156074068,12.248148255504216,491.562379095394
35,3509548.9278381905,663.6095029537421,9.309256194858024,0.1645907337406165,0.006589805072489123,1.0681985735582322,14.299076485251357,220.3131929307702
36,3351444.127723386,863.6171008730345,9.476800237518342,0.22248376191672964,0.026853006433957875,1.9965889411449327,16.431365546403576,367.0486734280362
37,2436844.485602287,327.0150780851423,7.996653918444215,0.18011172397625136,0.015870093683912168,1.0346276638797978,19.83994872432598,263.42230144037137
38,1271908.7288334332,823.3725257742611,8.599611828779247,0.27380765538877333,0.01908273049711401,1.6396948783673992,5.5722898011120545,258.0628428173546
39,867799.3640250539,895.3758273882962,11.832252056626302,0.23489765763612108,0.01706972735932248,0.7137868970260318,6.063183566101788,308.2731929107727
40,804511.8904096358,972.4542033752375,8.197893483002506,0.07733267662817812,0.022810100600951195,1.5654080130337191,7.234917653225992,437.23363886196717
41,3798197.7559646373,673.988944575141,9.054488301282673,0.17868674856464822,0.016694751094473576,1.860714976386771,15.762371037293105,444.98960658776207
42,1149259.3374351512,952.9899988252624,9.442617644911635,0.276582518805406,0.01050034746479687,1.4156054001035754,10.816233421698403,249.20315899776682
43,462880.36351608834,722.0037491764303,10.92790479702887,0.212011398988447,0.02117751920394431,0.9809705450539579,13.054086321739977,242.08520229545715
44,3835512.1034219395,647.9696524468524,10.69150511135264,0.29329552563692446,0.017083735445729928,1.7110762273356679,8.38952567489783,350.8559003493997
45,2395443.0324099334,443.3952331100615,9.681621723255748,0.07903509093377789,0.01807703889278496,1.2812270275992432,14.941731473447343,304.21490348065055
46,1099389.0804197066,576.0615858217845,10.682892104200986,0.23241545783096557,0.014969286111792211,1.634919617358038,6.159544781588282,584.5380497997273
47,2482132.307020962,665.7092589922373,8.23962510132917,0.07075541173070915,0.005806011977326779,1.4752287725213875,11.603525221221677,554.2603152179377
48,1509665.3386563405,332.38669739819125,10.404616798229974,0.2718902516687488,0.026881902990820775,1.4513821452360656,16.856804864675162,248.93903916083244
49,1578404.3067501422,470.02466568053273,7.694907729855835,0.2101942781805083,0.00880476413779972,1.3153950415838158,13.702893136237869,392.27884293646605
50,1394728.5858145785,440.1699101588182,10.306640294734263,0.2502779411215637,0.02901695487182438,1.7889462999605,18.47085714526763,561.0815517101696
51,3634132.8096650946,672.750783360835,6.8721051559973185,0.19729683593263786,0.015403892101614847,1.3891673207267932,8.936956259314917,297.3795859709794
52,650838.5238273543,566.2834834099218,8.473513468295902,0.11690292555402161,0.024307903391646308,1.5895388325296205,7.681148190610086,254.9741710414928
53,551572.5960533794,432.298703415498,8.92403960542089,0.1799235741114732,0.020093882406655543,1.3922715931422718,13.15760383568427,528.6139458004478
54,3603646.191374099,434.89176730867655,8.324698865253398,0.06899944309040029,0.011444613000889475,1.7733051371409365,5.1267727750745244,480.0594819740411
55,2738630.7713655788,591.3197724756341,9.60844249307749,0.08681467453410346,0.010191808043436439,1.0712685891698999,16.747076277671923,453.69422819701145
56,2755622.9360431656,979.3357296513134,8.437182370863148,0.15717092738385255,0.014106228152840112,1.5735745229361926,12.910780231140798,452.9915870303736
57,2649592.374294562,692.4737594378487,7.29161939288744,0.05261362239309132,0.01444533162877782,1.6542162016251085,19.063512041495787,277.34932868374267
58,3810670.410481887,383.3876960484846,10.06013075133566,0.2987685642469701,0.006694022008671497,1.2191739268000237,11.179924355173611,316.2629156352587
59,1173573.6189413355,821.3826672163613,10.417649905162913,0.09427977981132474,0.020052148321941764,1.423367882771315,15.940679550091126,456.2940945517072
60,3198926.64098183,815.1845750391401,6.978087703136932,0.10013968343551738,0.006149381219837576,1.1608200999282452,19.878610012342058,382.8872035658979
61,348683.0542598227,363.46291687885025,7.037234983641673,0.1822975160993121,0.0253766498481382,1.1934861520032858,12.072735645837763,317.38737609791025
62,1380254.690847293,911.9522390791766,9.90683707323437,0.22390226898606036,0.023422464679922567,1.775934595309074,18.107730177550714,252.74818353740847
63,1222593.7275943249,489.1591511962901,11.607641619811918,0.13747292525240773,0.005435131499658641,0.9728117328229552,7.492398890992383,354.0790033944803
64,595358.4773353905,573.6294649933831,10.182494024696238,0.14588343923587763,0.027058640517500714,1.2772931245790717,18.044691217317734,435.12693322213534
65,763163.4653909677,486.9242711234574,11.263847903257044,0.09168723737251716,0.026760074969991738,1.6451570060382479,14.469529452858106,425.7265061062109
66,3990101.347963381,322.47790867881935,7.427342512131254,0.1803317151690747,0.005253227272475371,1.4529585559687974,14.843548856656707,534.9235933679739
67,2947696.4665987766,888.731717608774,8.023755698490927,0.05411365490920306,0.007886341294095373,1.5229715496794538,7.384267442545967,540.0048391678368
68,359470.11901536945,441.3850787270284,7.849578405313502,0.13872498459886057,0.010268397603176261,1.059660919710054,19.65370011998393,334.4246635130934
69,3037163.2142334324,487.3312843306133,9.875432509246597,0.29617723366095505,0.018868815735182193,1.0388284289935974,19.782754153005975,542.7533550120747
70,1382720.0138492805,385.9291717737401,8.948673087114281,0.05334545332694063,0.013407766013817267,1.0324201090806007,12.32290127251251,267.9709457591393
71,3003929.436219686,883.152913494146,9.147461576375271,0.22630124181138195,0.01621404625580624,0.7570642289648415,14.658484944911793,558.7476042585483
72,2067168.320872095,476.88818861719926,7.478622942758747,0.14989356537637766,0.019288791229481378,0.7251177197281198,15.966781630326949,455.8007237466492
73,3244197.9197590654,501.57302178968087,7.164748011734983,0.141144107613872,0.028493416087528707,1.9625846624108274,13.823351120739659,300.900941129294
74,836327.6036430321,782.0795415592117,8.032445141577803,0.17482269982530813,0.011912323457614695,1.8169701241187624,9.594091138483577,589.3635820116617
75,2804728.172375215,387.708746507214,7.3732250409602695,0.10237575681442972,0.024694380558266303,1.9661055463799846,6.033747473032589,486.6522239847937
76,953362.5875486537,694.4645966083642,7.014220430005212,0.13667059299703677,0.015765270617034317,1.3695250606176737,10.881942734585131,247.13312325128103
77,1410444.443126821,561.9010081857805,11.781570976688517,0.1220693702789574,0.011698779437898252,1.7652410561810334,13.38152112182197,420.64134464064676
78,3560727.1339717833,445.5881730758614,11.3115473838708,0.25544248488893595,0.026348030605997802,1.6038216528461482,19.03185070404841,441.0887084546913
79,3796329.0103866947,971.6738854513566,9.704634761457646,0.07402834928402671,0.027504355017160465,1.4272980883008741,19.254242737198403,414.0672717259722
80,1198455.129458296,703.8649223879136,6.059632772176325,0.12148920776548709,0.020178914063875047,0.7556042415975505,6.180633731182503,598.2426853289419
81,3565667.186208606,890.5990936220124,9.04198983331835,0.0656576140995676,0.008877423962155805,1.195238805159539,11.921510353819402,450.1792193370178
